Title,main bahan,Ingredients,Steps,Loves,URL
Udang Mayonnaise,Udang,500 gr udang kupas kulit sisakan kepala dan ekornya--4 sdm tepung tapioka--2 sdm tepung terigu--1 butih telur--Lada dan garam--Bawang putih--Minyak wijen--3 sdm Mayonnaise--1 sdm madu--Jeruk nipis/lemon--,"Bumbui udang dengan bawang putih halus, lada, garam, dan sedikit minyak wijen. Diamkan 10-15 menit--Campur tepung tapioka, tepung terigu, lada, garam, dan sedikit bubuk paprika--Kocok lepas telur--Masukkan udang ke dalam telur, lalu pindahkan ke mangkuk berisi campuran tepung. Lakukan sampai semua udang habis--Goreng udang sampai keemasan--Untuk saus mayonnaise: campur mayonnaise, madu, sedikit perasan jeruk nipis/lemon lalu aduk rata. Optional bisa tambahkan sedikit saus sambal jika ingin rasa agak pedas--Campur udang yang telah digoreng dengan saus mayo. Taburi wijen. Sajikan--Ps: saya tidak menggunakan wijen karena lagi habis dirumah. Dan udang tidak semua langsung dicampur dengan mayo agar tetap crispy saat dimakan. Selamat mencoba!--",9,/id/resep/4274315-udang-mayonnaise
Hot tahu udang,Udang,6 buah tahu ukuran sedang potong jadi 2 bagian jadi dapet 12--secukupnya Tepung bumbu--potong kecil Daun bawang--Air--Udang kecil buang kulit sisakan ekornya--Bahan sambal:--2 buah cabe keriting--20 buah cabe rawit (boleh lebih atau kurang)--3 siung bawang putih--4 buah bawang merah--Gula--Garam--Kaldu bubuk--,"Campur jadi satu dalam wadah tepung bumbu,air dan daun bawang aduk sampai menjadi adonan yang agak kental(tdk terlalu kental)lalu sisihkan.--Belah salah satu sisi tahu jangan sampai putus (agar isian tidak keluar)lakukan sampai semuanya habis--Ulek bumbu halus dan tes rasa--Penyelesaian: masukkan 1 sdt bumbu halus ke dlam tahu terakhir tambahkan satu ekor udang lakukan sampai semuanya habis--Balurkan satu persatu tahu secara perlahan ke dalam adonan tepung agar isian tidak keluar lalu masukkan ke dalam minyak goreng yang telah dipanaskan--Goreng sampai matang kuning keemasan,angkat dan tiriskan.--",20,/id/resep/4272161-hot-tahu-udang
Udang saos pedas,Udang,"1/2 kg lebih udang segar--1 papan tempe--1 rangkai petai--1/4 ons kacang kapri--1 siung bawang bombai--1 ons cabe merah (haluskan)--Secukupnya rawit (haluskan / utuh)--5 siung bawang merah (haluskan)--4 siung bawang putih (haluskan)--3 buah tomat merah (haluskan)--1 ruas jahe (haluskan)--1/2 ruas kunyit (haluskan)--Saos sambal pedas ( saya pakai Saos ABC--Saos tiram--Secukupnya garam, kaldu (royco),lada, dan sedikit ketumbar--300 ml air matang--","Cuci bersih udang segar, beri garam dan perasan lemon.--Haluskan bahan kecuali bawang bombay--Saos tomatnya saya pakai yang alami aja, boleh juga saos tomat merk di pasaran.--Tumis bombay dan petai sampai layu dan wangi masukkan bumbu yang telah dihaluskan.--Masukkan air dan tumis bersama udang, tempe dan kacang kapri. Tutup agar udang lembut dan bumbu meresap--Siap disajikan 👩‍🍳--",10,/id/resep/4273689-udang-saos-pedasss-%F0%9F%91%A9%F0%9F%8D%B3
Tumis Udang Pedas,Udang,"1/2 udang--Petai--1/2 tomat (iris)--2 cabe merah (iris)--Bumbu halus--20 cabe rawit merah--4 siung bawang merah--2 siung bawang putih--4 cabe merah--1 butir kemiri (sangrai)--Air--Garam,gula, penyedap--","Kupas kulit udang lalu cuci berikan perasan jeruk nipis/limau (-+ 10menit) agar udang tidak terlalu amis--Ulek bumbu halus lalu panaskan minyak tumis bumbu halus berikan sedikit air (secukupnya) setelah agak mendidih berikan gula,garam dan penyedap ya moms masukan tomat dan cabe merah yg di iris--Tumis2 lalu masukan udangnya tunggu hingga meresap masukan petainya--Tumis udang Pedas Siap di sajikan dengan nasi hangat😊--",13,/id/resep/4273733-tumis-udang-pedas
"Pizza tanpa telur topping udang, brokoli, wortel",Udang,"Roti:--20 sdm terigu serbaguna--3 sdm susu bubuk--2 sdm gula pasir--1 sdt ragi instan--100 ml air--2 sdm margarin / butter (cairkan)--Sejumput garam--Topping:--2 bawang putih (cincang)--2 bawang merah (iris tipis) / bawang bombai--Segenggam kecil Brokoli (rendam air panas 5 menit agar bakteri/ulat dalam kol mati--1/2 wortel potong memanjang (tipis-tipis saja)--10 udang ukuran sedang (buang kulitnya, potong-potong)--1/2 sdt Kaldu jamur--Secukupnya garam--Secukupnya merica--Secukupnya kecap manis--Olesan:--Saus tomat (saya 1 buah tomat ukuran besar direbus bersama 1 bawang putih dan diblender)--Taburan:--Keju--Mayonais--Wijen--","Roti:--Campur semua bahan kecuali garam & margarin cair, masukkan air pertahap. Mixer (sambil masukkan margarin) hingga kalis elastis. Lebih kurang 10 menit--Istirahatkan adonan 1 jam tutup dengan serbet--Tumis semua bahan topping hingga harum dan matang, sisihkan.--Setelah mengembang 2x lipat, kempiskan adonan lalu bentuk di atas loyang, olesi atas adonan dengan saus tomat / saus sambal (kondisional) tusuk-tusuk dengan garpu lalu tata bahan topping di atas roti. Paruti keju dan beri mayonaise--Panggang dengan oven api sedang selama 30 menit. Angkat dan sajikan selagi hangat.--",13,/id/resep/4272897-pizza-tanpa-telur-topping-udang-brokoli-wortel
Udang sambal balado,Udang,1/2 kg udang--Cabe merah kriting--Cabe rawit merah--Bawang merah--Bawang putih--Tomat--Penyedap rasa--,"Cuci udang, buang kepala nya, (tiriskan)--Lumuri penyedap rasa (royco) diamkan 5 menit, lalu goreng hingga berubah warnanya--Haluskan sambal balado nya, lalu tumis hingga harum--Koreksi rasa, kemudian masukan udangnya, aduk terus sampai rata dan sambalnya meresap..--Angkat dan hidangkan 😀--",13,/id/resep/4271139-udang-sambal-balado
Udang kentang,Udang,1/2 kg kentang ukuran sedang sesuai serela aja--1/4 kg udang sedang--1 buah tomat besar--1 batang daun bawang--2 siung bawang putih--1 buah bawang bombay ukuran sedang--secukupnya Garam--secukupnya Merica--secukupnya Gula--2 sendok Saos tomat--Minyak buat goreng dan menumis--Cabe rawit jika yg suka pedas--,"Siapkan semua bahan.. Potong kentang ukuran dadu, kupas udang belah 2, iris serong daun bawang, memarkan bawang putih, bawang bombay di potong sesuai serela aja. Tomat potong dadu--Goreng kentang jgn terlalu kering, sekiranya sdh mateng saja.. Angkat tiriskan--2 sendok makan minyak buat tumis. Tumis bawang putih sampai harum masukan bawang bombay jika sdh layu masukan tomat aduk perlahan lalu masukan udang. Jika sdh berubah warna masukan kentang--Garam, gula, saos tomat, daun bawang, kasih sedikit air. Aduk sebentar sampai semua bahan mateng. Jika yg suka pedas bisa dikasih cabe dan saos. Siap di sajikan..--",41,/id/resep/4270323-udang-kentang
Sosis Udang Simpel,Udang,1 gelas tepung terigu--1 gelas tepung tapioka--4 siung bawang putih--1/4 sdt merica bubuk--2 sdm minyak goreng--1 gelas air--2 butir telur--1 wortel kuecil parut--Secukupnya udang kupas--Secukupnya garam--,"Haluskan bumbu bawang putih, merica dan udang. Setelah halus, masukkan semua bahan, aduk rata--Masukan adonan pada plastik segitiga agar lebih mudah memasukkan adonan pada plastik es lilin.--Adonan ini jadi 7,5 buah es plastik ukuran 5x12--Didihkan air, masukkan sosis pada air mendidih.--Tunggu sampai mendidih lagi, lalu kecilkan api, tunggu masak lg kurleb 10-15 menit--Tiriskan--Goreng dengan mencelupkan potongan sosis pada telur kocok setiap potongannya--Simpan dikulkas sisa sosis--Silahkan dicoba sahabat cookpad....., mudah, simpel dan enak hehe 😄😄😄😄👍👍👍👍👍--",40,/id/resep/4269551-sosis-udang-simpel
Udang Asam Manis (simpel),Udang,"250 gr udang--1/4 bh bombay, iris2--1 bh bawang putih uk besar, iris--2 sdm soas tomat--1 sdm saos sambal--2 sdm kecap manis--1 sdm saos tiram--1/2 sdt Royco--","Tumis duo bawang, sampe harum & berubah warna--Masukkan udang dan semua saos/kecap, aduk2 rata, tutup sebentar sampe keluar sedikit air/kuah--Masukkan Royco, aduk2, sajikan deh...--",48,/id/resep/3831903-udang-asam-manis-simpel
Tumis kacang dan udang,Udang,1 ikat kacang panjang--secukupnya udang--4 bawang merah--3 bawang putih--2 cabai hijau--4 cabai keriting--saos tiram--kecap manis--,"Bersihkan kacang dan potong2. Bersih kan udang buangvkukit dan kepala, sisihkan--Rajang semua bumbu kecuali saos 😁 lalu tumis dengan minyak goreng.--Masukkan udang, kacang, beri garam, saos tiram, kecap dan sedikit air.--Tunggu sampai mateng--Siap dihidangkan--",11,/id/resep/4268445-tumis-kacang-dan-udang
Udang saos asam manis ,Udang,"1/2 kg udang--3 siung bawang merah--1 siung bawang putih--1/2 bulatan bawang bombay--3 sdm saus cabe--5 sdm saus tomat--1 sdm saus tiram--garam, penyedap rasa, merica, gula pasir (secukup nya)--air--tepung maizena (bisa skip)--jagung / wortel (bisa skip)--","Tumis bawang merah, putih, bombay sampai wangi.--Masukkan udang sampai kecoklatan tambahkan air.--Masukkan jagung/wortel jika pakai tambahkan saus cabe, tomat, tiram, garam, gula, penyedap, merica.--Diamkan sebentar sampai air agak menyusut. cek rasa--Tambahkan tepung maizena yg sudah di campur dengan sedikit air.--Siap dihidangkan.--",8,/id/resep/4265595-udang-saos-asam-manis-simple
Udang goreng sambal tomat cabe ijo  ,Udang,12 ekor udang (boleh kupas habis boleh sisakan ekor)--1 buah tomat--12 buah cabe ijo (tergantung selera ya)--4 siung bawang putih--Secukupnya tepung bumbu kobe--1 sdm kecap manis--Secukupnya garam dan merica--✨Bumbu rendam udang: garam+merica+air--,"Basahkan udang, rendam dengan sedikit air + garam + merica--Haluskan tomat, cabe ijo dan bawang putih--Tumis bumbu halus dan campurkan dgn 1 sdt garam, merica dan 1 sdm kecap manis. Saya masukkan lagi tambahan cabe ijo yg ga dihaluskan 🤣Koreksi rasa--Balur udang basah dgn tepung bumbu sampai tertutup semua--Goreng udang hingga matang--Campurkan satu per satu udang dengan bumbu tumis--Siap disajikan 😍😍--",8,/id/resep/4263408-udang-goreng-sambal-tomat-cabe-ijo-homemadebylita
Sayur labu siam udang,Udang,"300 gr udang--2 buah labu siam--2 daun salam--2 serai geprek--Seruas lengkuas geprek--2 cabe ijo (iris)--1 liter santan--Bumbu halus :--7 buah cabe merah besar--6 bawang merah--4 bawang putih--2 butir kemiri, disangrai--1 sdm terasi--Garam, gula--","Tumis bumbu yg sudah dihaluskan hingga berubah warna--Lalu masukkan daun salam, serai, lengkuas, cabe ijo, dan jahe--Tambahkan air, dan santan setelah 5 menit masukkan labu dan udang.--Cek rasa.. Tambhkan gula dam garam--",13,/id/resep/4261051-sayur-labu-siam-udang
Peyek udang ala warung Padang,Udang,1/4 kg udang--5 sdm tepung beras--1 sdm tepung terigu--2 sdm tepung maizena--2 siung bawang merah--2 siung bawang putih--5 cabe rawit--3 lbr daun jeruk--1 lbr daun kunyit--Secukupnya lada bubuk--Secukupnya ketumbar bubuk--Secukupnya kunyit bubuk--Secukupnya garam--Secukupnya air--,"Haluskan bawang, cabe, campurkan bumbu dan tepung, air. iris halus daun jeruk & daun kunyit, campurkan dalam adonan dan masukkan udang--Goreng satu per satu sampai keemasan--",36,/id/resep/4259748-peyek-udang-ala-warung-padang
Udang sungai baliem asam manis pedas,Udang,Bahan yg d haluskan--6 siung bawang merah--10-12 siung bawang putih--lengkuas--jahe--cabai kecil--3 butir cabai besar - kemiri--Bahan yg di tambahkan saat di masak--2 sendok makan Saos sambal--3 sendok makan saos tomat--1 sendok makan gula--1/2 sendok teh garam--Sedikit saos tiram--secukupnya Sisa Air rebusan udang--Daun bawang--,"Rebus udang hingga matang--Haluskan bumbu dengan blender atau di ulek--Kalau sudah halus langsung d tumis, lalu tambahkan saos tiram, garam, lada, gula, air bekas rebusan udangnya, tomato sauce&chili sauce, dan daun bawang lalu tunggu hingga matang--",42,/id/resep/4259444-udang-sungai-baliem-asam-manis-pedas
Sempol Udang Crispy,Udang,"230 gram udang kupas--1 buah wortel ukuran sedang--segenggam kacang polong--1 buah bawang bombay ukuran kecil--3 siung bawang putih--1 batang seledri--1 batang daun bawang, ambil bagian hijaunya aja--1 sdt minyak wijen--1,5 sdt garam--1,5 sdt kaldu jamur--1/2 sdt gula--1/4 sdt merica--7 sdm tepung terigu--100 gram tapioka--1 butir telur--  Bahan Memanir:--secukupnya tepung terigu, larutkan dengan air hingga adonan agak encer--tepung panir--","Blender semua bahan kecuali tepung2an dan telur.--Pindahkan hasil blenderan ke wadah yg lebih besar. Tambahkan tepung2an dan telur. Aduk rata. Hasil adonan lengket.--Lapisi tangan dan wadah untuk menaruh sempol dengan minyak. Kepal2 adonan di lidi hingga berbentuk lonjong. Selalu lapisi tangan dengan minyak sebelum membentuk adonan sempol.--Rebus sempol dalam air mendidih hingga matang dan mengapung. Tiriskan. Biarkan dingin.--Setelah dingin, balut sempol dengan bahan memanir. Urutannya larutan terigu - tepung panir - larutan terigu - tepung panir. Masukkan freezer minimal 1 jam. Kalo saya semalaman.--Goreng sempol hingga kecokelatan.--Siap disajikan dengan saos sambal ataupun mayonaise.--",8,/id/resep/4245699-sempol-udang-crispy
Terong udang balado,Udang,250 gr udang--2 buah terong--2 papan pete (kupas+belah)--Garam--1/4 sdt gula--3 sdm minyak sayur--Bumbu halus :--8 siung bawang merah--4 soung bawang putih--10 cabai merah besar--10 rawit--3 buah kemiri--1 buah tomat--,"Potong terong, goreng sampai matang.--Kupas udang, pisahkan dari kepala, cuci bersih. (Kepala sy rebus dengan 100 ml air sampai mendidih, kaldunya untuk dipakai)--Tumis bumbu halus sampai harum dan matang, masukkan minyak, udang, aduk rata, masak sebwntar lalu masukkan kaldu udang, garam, gula, pete, masak sampai hampir matang.--Terahir masukkan terong, aduk rata, masak sebentar, tes rasa, angkat dan sajikan.--",13,/id/resep/4258979-terong-udang-balado
Sambal goreng udang dan kentang,Udang,1/4 udang uk sedang--3 buah kentang uk kecil--Bumbu halus--7 batang cabe merah--4 buah bawang merah--2 buah bawang putih--1/2 buah tomat--secukupnya Garam--secukupnya gula--secukupnya Penyedap rasa--,"Bersihkan dan cuci udang dan kentang, lalu goreng kentang terlebih dahulu, sisihkan, goreng udang disisa minyak goreng kentang tadi lalu sisihkan kembali--Tumis bumbu halus sampai sedikit kering lalu tambhkn gula, garam dan penyedap rasa--Apabila tumisan cabe sudah matang matikan api, dinginkan sebentar, lalu masukkan kentang dan udang yg sudah digoreng tadi, aduk rata--Sambal goreng udang dan kentang siap disajikan--",10,/id/resep/4258692-sambal-goreng-udang-dan-kentang
"Peyek udang ""Kriukk""",Udang,1/4 kg udang kecil/sedang. Cuci bersih--8 sdm tepung beras--2 sdm tepung sagu--2 sdm air kapur sirih--2 lembar daun kunyit. Buang tengahnya. Iris halus (sy skip)--1 butir telur--Secukupnya air--Secukupnya garam dan penyedap--Bumbu halus👇--7 siung Bawang putih--3 butir Kemiri--1 ruas jahe--1.5 ruas kunyit--6 lembar daun jeruk. Buang tengahnya--,Campur semua bahan (kecuali udang). Hingga didapat adonan yg pas encernya >> kemudian masukkan udang. Aduk rata--Panaskan wajan. Masukkan adonan per sendok sayur kecil. Goreng sampai matang--Kriukk kriukk 😊--,12,/id/resep/4225218-peyek-udang-kriukk
"Telor,kentang dan udang bumbu bali ",Udang,3 telor rebus dikuliti lalu goreng sebentar--2 buah kentang kupas lalu goreng agak.kering--1/4 udang kecil disiangi dan bersihkan lalu.goreng sebentar--Garam--sesuai selera Gula jawa--sedikit Kecap manis--Vetsin--4 daun jeruk--2 daun salam--Bumbu yang dihaluskan:--5 bawang merah--8 cabe keriting--4 bawang putih--2 kemiri--4 daun jeruk--2 buah tomat--,"Tumis bumbu yg sudah haluskan, sambil diaduk-aduk beri air,gula merah dan daun salam kira 2 agak kalis beri sedikit air lalu.masukan.kentang,udang dan telor aduk lg dan beri air sedikit lg lalu ditutup sebentar.setelah ditutup dan buka beri kecap manis sedikit, garam dan vetsin--Kl rasa sudah pas semua, berarti telor,kentang,udang bumbu bali siap dihidangkan.--",16,/id/resep/4251128-telorkentang-dan-udang-bumbu-bali-ala-rumahan
Sambal udang zumba,Udang,250 grm udang segar--1 buah terong ungu--15 biji cabe merah keriting--sesuai selera Cabe rawit utuh--2 iris jahe di geprek--2 lembar daun salam--1 biji tomat merah besar--5 btr bawang putih cincang--Garam secukup nya+ penyedap bila suka--Sedikit air--Minyak secukup nya----,Kupas dan cuci bersih udang lalu sisihkan--Cuci dan potong terong sesuai selera lalu goreng sebentar sisihkan--Ulek cabe merah potong tomat nya--Tumis bawang putih sampai harum--Lalu masukan cabe ulek + tomat + daun salam dan jahe--Aduk sebentar lalu masukan udang balik sampe udang sedikit berubah warna--Beri sedikit air lalu masukan cabe rawit + garam dan penyedap biarkan mendidih sebentar lalu matikan api kompor dan masukan terong koreksi rasa dan siap sajikan--,8,/id/resep/4250787-sambal-udang-zumba
Sambal terong udang,Udang,"2.5 ons udang (kupas kulitnya)--2 batang terong (potong sesuai selera)--Bahan sambal :--1.5 ons cabe merah keriting--1 buah tomat (buang biji)--2-3 siung bawang putih--1 siung bawang merah--2-3 sendok minyak makan--secukupnya Air--secukupnya Garam, merica dan penyedap--1 sendok teh Gula pasir--","Goreng terong terlebih dahulu hingga layu, tiriskan--Panaskan minyak di kuali, masukan sambal yg sudah di blender tadi, tumis hingga harum--Masukan udang, aduk"" hingga udang setengah masak--Lalu masukan air secukupnya, garam, merica dan penyedap secukupnya serta gula, aduk rata, masak hingga mendidih dan icip rasa--Setelah mendidih masukan terong yg sudah di goreng tadi, aduk rata dan biarkan mendidih bentar agar meresap tapi jangan sampai air kering--Matikan api dan siap sajikan dgn nasi hangat --",8,/id/resep/4250248-sambal-terong-udang
Udang dan Tahu Bumbu Kuning,Udang,"250 gr udang, kupas kulit dan cuci bersih, marinasi jeruk nipis--5 bh tahu putih, potong dadu kecil--10 butir telur puyuh, rebus dan kupas--3 lbr daun salam--Garam, gula dan lada bubuk--Minyak utk menumis--Haluskan:--4 siung bawang putih--3 siung bawang merah--1 ruas jahe--1 ruas kunyit--2 btr kemiri--","Panaskan minyak, goreng tahu hingga berkulit, angkat dan tiriskan--Panaskan lg 3 sdm minyak, tumis bumbu halus dan daun salam hingga harum, masukkan udang, masak hingga udang berubah warna, tambahkan sedikit air--Masukkan telur puyuh rebus dan tahu, tambahkan garam, gula dan lada, aduk rata, tes rasa, masak hingga bumbu meresap--Angkat dan sajikan--",24,/id/resep/4249379-udang-dan-tahu-bumbu-kuning
Nasi goreng udang bakso,Udang,8 udang ukuran sedang--4 bakso sapi--4 siung bawang putih--5 siung bawang merah--1 cabe merah--1/4 cup jagung manis--3 telur--4 porsi nasi putih--Daun bawang--2 sdm saos tiram--1 sdt garam--,"Potong bawah merah dan bawang putih--Kocok telor lalu masak dan aduk acak.--Tumis bawang putih dan bawang merah--Masukan udang, bakso, dan jagung,--Tambahkan saos tiram dan garam secukupnya--Masukkan nasi putih dan aduk sampai rata--Tambahkan daun bawang--",18,/id/resep/4248214-nasi-goreng-udang-bakso
Cumi asin udang cabe ijo ,Udang,1 ons cumi asin. Rendam dalam air hangat 5 mnt. Cuci bersih--1 ons udang di goreng setengah matang--1 lempeng tempe yg sudah di goreng iris tipis2--3 buah cabai hijau iris--1 buah Tomat potong dadu--1 siung Bawang merah dan putih iris tipis2--Bumbu halus :--7 buah cabai hijau--3 siung Bawang merah--2 siung bawang putih--,"Panaskan sedikit minyak. Masukkan bawang merah dan putih yg sudah di iris. Oseng2 sampai harum.--Masukkan bumbu halus sambil di aduk2 hingga wangi. Kemudian masukkan cumi tempe dan udang, tambah kan sedikit air--Ketika cumi dan udang sudah agak kecoklatan masukkan tomat dan irisan cabe hijau, garam dan penyedap rasa--Masak hingga matang. Koreksi rasa--",8,/id/resep/4247656-cumi-asin-udang-cabe-ijo-simple
